,Temperature (K),Electrical Conductivity (S/cm),Seebeck Coefficient (µV/K),zT,Total Thermal Conductivity (W/mK),HOMO_energy,LUMO_energy,gap_AO,band center,Li,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega
3091,300,3976.74,107.524,0.109234317,12.627,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3092,400,3116.28,134.7,0.20850766,10.847,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3093,500,2441.86,157.5,0.31682963,9.5593,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3094,600,1937.98,176,0.412640009,8.7288,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3095,700,1550.4,193,0.501060916,8.068,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3096,800,1264,209.3,0.588666082,7.525,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3097,900,1055,225.3,0.67720536,7.117,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3098,1000,922,238.2,0.755976579,6.92,-0.185623,-0.185623,0,4.20470223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.3,8.866666667,26,44,85,41,62.23333333,15.17777778,55,55.845,121.76,65.915,90.11438067,22.84625378,55.845,903.78,2750,1846.22,1800.86,598.0533333,903.78,4,15,11,9.3,3.8,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.3666667,13.15555556,132,1.33,2.05,0.72,1.817666667,0.163111111,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,0,0,0,0,0,4,15,11,9.3,3.8,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.32383333,7.682188889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0,0.182795699,0.107526882,0.709677419,0,1.811954522
3099,323,1375.34,44,0.033399558,2.575,-0.202272,-0.202272,0,5.244060383,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.33333333,9.333333333,16,64,88,24,78.3,10.15333333,88,32.065,118.71,86.645,55.22183333,23.15683333,32.065,388.36,1357.77,969.41,737.2033333,413.7111111,388.36,11,16,5,13.93333333,2.084444444,16,3,5,2,3.633333333,0.633333333,3,105,139,34,119.1,14.1,105,1.65,2.58,0.93,2.239666667,0.340333333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.266666667,1.733333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.933333333,2.933333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.533333333,1.124444444,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.866666667,0.702222222,2,11.07,33.285,22.215,21.48677083,7.446298611,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,135.2666667,65.26666667,70,4,0.6164414,0.547864384,0.512647479,0.504085856,0.500860473,0.333333333,1.666666667,2.266666667,5,0,0.186567164,0.253731343,0.559701493,0,6710176.615
3100,423,1167.12,61,0.081356379,2.258,-0.202272,-0.202272,0,5.244060383,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.33333333,9.333333333,16,64,88,24,78.3,10.15333333,88,32.065,118.71,86.645,55.22183333,23.15683333,32.065,388.36,1357.77,969.41,737.2033333,413.7111111,388.36,11,16,5,13.93333333,2.084444444,16,3,5,2,3.633333333,0.633333333,3,105,139,34,119.1,14.1,105,1.65,2.58,0.93,2.239666667,0.340333333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.266666667,1.733333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.933333333,2.933333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.533333333,1.124444444,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.866666667,0.702222222,2,11.07,33.285,22.215,21.48677083,7.446298611,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,135.2666667,65.26666667,70,4,0.6164414,0.547864384,0.512647479,0.504085856,0.500860473,0.333333333,1.666666667,2.266666667,5,0,0.186567164,0.253731343,0.559701493,0,6710176.615
3101,523,984,78,0.168334467,1.86,-0.202272,-0.202272,0,5.244060383,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.33333333,9.333333333,16,64,88,24,78.3,10.15333333,88,32.065,118.71,86.645,55.22183333,23.15683333,32.065,388.36,1357.77,969.41,737.2033333,413.7111111,388.36,11,16,5,13.93333333,2.084444444,16,3,5,2,3.633333333,0.633333333,3,105,139,34,119.1,14.1,105,1.65,2.58,0.93,2.239666667,0.340333333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.266666667,1.733333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.933333333,2.933333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.533333333,1.124444444,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.866666667,0.702222222,2,11.07,33.285,22.215,21.48677083,7.446298611,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,135.2666667,65.26666667,70,4,0.6164414,0.547864384,0.512647479,0.504085856,0.500860473,0.333333333,1.666666667,2.266666667,5,0,0.186567164,0.253731343,0.559701493,0,6710176.615
3102,623,812,95.4,0.296271455,1.554,-0.202272,-0.202272,0,5.244060383,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.33333333,9.333333333,16,64,88,24,78.3,10.15333333,88,32.065,118.71,86.645,55.22183333,23.15683333,32.065,388.36,1357.77,969.41,737.2033333,413.7111111,388.36,11,16,5,13.93333333,2.084444444,16,3,5,2,3.633333333,0.633333333,3,105,139,34,119.1,14.1,105,1.65,2.58,0.93,2.239666667,0.340333333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.266666667,1.733333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.933333333,2.933333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.533333333,1.124444444,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.866666667,0.702222222,2,11.07,33.285,22.215,21.48677083,7.446298611,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,135.2666667,65.26666667,70,4,0.6164414,0.547864384,0.512647479,0.504085856,0.500860473,0.333333333,1.666666667,2.266666667,5,0,0.186567164,0.253731343,0.559701493,0,6710176.615
3103,723,610.95,117.47,0.476198403,1.28,-0.202272,-0.202272,0,5.244060383,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.33333333,9.333333333,16,64,88,24,78.3,10.15333333,88,32.065,118.71,86.645,55.22183333,23.15683333,32.065,388.36,1357.77,969.41,737.2033333,413.7111111,388.36,11,16,5,13.93333333,2.084444444,16,3,5,2,3.633333333,0.633333333,3,105,139,34,119.1,14.1,105,1.65,2.58,0.93,2.239666667,0.340333333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.266666667,1.733333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.933333333,2.933333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.533333333,1.124444444,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.866666667,0.702222222,2,11.07,33.285,22.215,21.48677083,7.446298611,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,135.2666667,65.26666667,70,4,0.6164414,0.547864384,0.512647479,0.504085856,0.500860473,0.333333333,1.666666667,2.266666667,5,0,0.186567164,0.253731343,0.559701493,0,6710176.615
3104,323,185,98.5,0.036508687,1.588,-0.202272,-0.202272,0,5.230288074,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.83333333,9.833333333,16,64,88,24,78.575,9.87625,88,32.065,118.71,86.645,56.55508333,24.49008333,32.065,388.36,1357.77,969.41,732.5133333,416.8377778,388.36,11,16,5,13.98333333,2.021944444,16,3,5,2,3.658333333,0.658333333,3,105,139,34,119.525,14.525,105,1.65,2.58,0.93,2.247416667,0.332583333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.316666667,1.683333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.983333333,2.983333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.633333333,1.116111111,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.966666667,0.677222222,2,11.07,33.285,22.215,21.96989583,7.400095486,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,133.9416667,63.94166667,70,4,0.621490145,0.54959413,0.512813376,0.504101053,0.500860883,0.333333333,1.666666667,2.316666667,5,0,0.185528757,0.257884972,0.556586271,0,6361065.952
3105,423,164.38,125,0.089789179,1.21,-0.202272,-0.202272,0,5.230288074,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.83333333,9.833333333,16,64,88,24,78.575,9.87625,88,32.065,118.71,86.645,56.55508333,24.49008333,32.065,388.36,1357.77,969.41,732.5133333,416.8377778,388.36,11,16,5,13.98333333,2.021944444,16,3,5,2,3.658333333,0.658333333,3,105,139,34,119.525,14.525,105,1.65,2.58,0.93,2.247416667,0.332583333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.316666667,1.683333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.983333333,2.983333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.633333333,1.116111111,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.966666667,0.677222222,2,11.07,33.285,22.215,21.96989583,7.400095486,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,133.9416667,63.94166667,70,4,0.621490145,0.54959413,0.512813376,0.504101053,0.500860883,0.333333333,1.666666667,2.316666667,5,0,0.185528757,0.257884972,0.556586271,0,6361065.952
3106,523,140,151,0.173183529,0.964,-0.202272,-0.202272,0,5.230288074,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.83333333,9.833333333,16,64,88,24,78.575,9.87625,88,32.065,118.71,86.645,56.55508333,24.49008333,32.065,388.36,1357.77,969.41,732.5133333,416.8377778,388.36,11,16,5,13.98333333,2.021944444,16,3,5,2,3.658333333,0.658333333,3,105,139,34,119.525,14.525,105,1.65,2.58,0.93,2.247416667,0.332583333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.316666667,1.683333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.983333333,2.983333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.633333333,1.116111111,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.966666667,0.677222222,2,11.07,33.285,22.215,21.96989583,7.400095486,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,133.9416667,63.94166667,70,4,0.621490145,0.54959413,0.512813376,0.504101053,0.500860883,0.333333333,1.666666667,2.316666667,5,0,0.185528757,0.257884972,0.556586271,0,6361065.952
3107,623,118,173,0.288740224,0.762,-0.202272,-0.202272,0,5.230288074,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.008333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,50,34,25.83333333,9.833333333,16,64,88,24,78.575,9.87625,88,32.065,118.71,86.645,56.55508333,24.49008333,32.065,388.36,1357.77,969.41,732.5133333,416.8377778,388.36,11,16,5,13.98333333,2.021944444,16,3,5,2,3.658333333,0.658333333,3,105,139,34,119.525,14.525,105,1.65,2.58,0.93,2.247416667,0.332583333,2.58,1,1,1.666666667,0.444444444,2,0,4,4,2.316666667,1.683333333,4,0,10,10,5,5,0,0,0,0,0,0,6,14,8,8.983333333,2.983333333,6,1,1,0.333333333,0.444444444,0,0,4,4,1.633333333,1.116111111,2,0,0,0,0,0,0,0,0,0,0,0,4,4,1.966666667,0.677222222,2,11.07,33.285,22.215,21.96989583,7.400095486,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0,0,0,0,70,225,155,133.9416667,63.94166667,70,4,0.621490145,0.54959413,0.512813376,0.504101053,0.500860883,0.333333333,1.666666667,2.316666667,5,0,0.185528757,0.257884972,0.556586271,0,6361065.952
