,Temperature (K),Electrical Conductivity (S/cm),Seebeck Coefficient (µV/K),zT,Total Thermal Conductivity (W/mK),HOMO_energy,LUMO_energy,gap_AO,band center,Li,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Y,Zr,Nb,Mo,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Au,Hg,Tl,Pb,Bi,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,0-norm,2-norm,3-norm,5-norm,7-norm,10-norm,transition metal fraction,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,Yang omega
3075,900,1279,210.44,1.128,4.576,-0.185623,-0.185623,0,4.196757045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,26,72,46,40.57333333,9.715555556,26,45,85,40,62.25333333,15.16444444,55,55.845,178.49,122.645,93.5938048,25.56915908,55.845,903.78,2750,1846.22,1811.833333,605.9244444,903.78,4,15,11,9.293333333,3.804444444,8,4,6,2,4.706666667,0.471111111,4,132,175,43,145.44,13.25333333,132,1.3,2.05,0.75,1.814666667,0.167111111,1.83,1,1,1.706666667,0.414577778,2,0,3,3,1,1.333333333,0,2,10,8,6.586666667,2.275555556,6,14,14,0.56,1.0752,0,5,18,13,9.853333333,4.082844444,8,1,1,0.293333333,0.414577778,0,0,3,3,1,1.333333333,0,8,8,3.413333333,2.275555556,0,0,0,0,0,0,3,8,5,4.706666667,1.608888889,3,10.73,31.56,20.83,20.31746667,7.645624889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.6,28.07466667,166,4,0.556656687,0.46319418,0.401259939,0.377936219,0.361945905,0.626666667,1.706666667,1,6.586666667,0.56,0.173207037,0.101488498,0.668470907,0.056833559,1.893196696
3076,1000,1093,223.3,1.253,4.373,-0.185623,-0.185623,0,4.196757045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,26,72,46,40.57333333,9.715555556,26,45,85,40,62.25333333,15.16444444,55,55.845,178.49,122.645,93.5938048,25.56915908,55.845,903.78,2750,1846.22,1811.833333,605.9244444,903.78,4,15,11,9.293333333,3.804444444,8,4,6,2,4.706666667,0.471111111,4,132,175,43,145.44,13.25333333,132,1.3,2.05,0.75,1.814666667,0.167111111,1.83,1,1,1.706666667,0.414577778,2,0,3,3,1,1.333333333,0,2,10,8,6.586666667,2.275555556,6,14,14,0.56,1.0752,0,5,18,13,9.853333333,4.082844444,8,1,1,0.293333333,0.414577778,0,0,3,3,1,1.333333333,0,8,8,3.413333333,2.275555556,0,0,0,0,0,0,3,8,5,4.706666667,1.608888889,3,10.73,31.56,20.83,20.31746667,7.645624889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.6,28.07466667,166,4,0.556656687,0.46319418,0.401259939,0.377936219,0.361945905,0.626666667,1.706666667,1,6.586666667,0.56,0.173207037,0.101488498,0.668470907,0.056833559,1.893196696
3077,1100,946,235.44,1.36,4.27,-0.185623,-0.185623,0,4.196757045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,26,72,46,40.57333333,9.715555556,26,45,85,40,62.25333333,15.16444444,55,55.845,178.49,122.645,93.5938048,25.56915908,55.845,903.78,2750,1846.22,1811.833333,605.9244444,903.78,4,15,11,9.293333333,3.804444444,8,4,6,2,4.706666667,0.471111111,4,132,175,43,145.44,13.25333333,132,1.3,2.05,0.75,1.814666667,0.167111111,1.83,1,1,1.706666667,0.414577778,2,0,3,3,1,1.333333333,0,2,10,8,6.586666667,2.275555556,6,14,14,0.56,1.0752,0,5,18,13,9.853333333,4.082844444,8,1,1,0.293333333,0.414577778,0,0,3,3,1,1.333333333,0,8,8,3.413333333,2.275555556,0,0,0,0,0,0,3,8,5,4.706666667,1.608888889,3,10.73,31.56,20.83,20.31746667,7.645624889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.6,28.07466667,166,4,0.556656687,0.46319418,0.401259939,0.377936219,0.361945905,0.626666667,1.706666667,1,6.586666667,0.56,0.173207037,0.101488498,0.668470907,0.056833559,1.893196696
3078,1200,829.46,246.1,1.457,4.186,-0.185623,-0.185623,0,4.196757045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293333333,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,26,72,46,40.57333333,9.715555556,26,45,85,40,62.25333333,15.16444444,55,55.845,178.49,122.645,93.5938048,25.56915908,55.845,903.78,2750,1846.22,1811.833333,605.9244444,903.78,4,15,11,9.293333333,3.804444444,8,4,6,2,4.706666667,0.471111111,4,132,175,43,145.44,13.25333333,132,1.3,2.05,0.75,1.814666667,0.167111111,1.83,1,1,1.706666667,0.414577778,2,0,3,3,1,1.333333333,0,2,10,8,6.586666667,2.275555556,6,14,14,0.56,1.0752,0,5,18,13,9.853333333,4.082844444,8,1,1,0.293333333,0.414577778,0,0,3,3,1,1.333333333,0,8,8,3.413333333,2.275555556,0,0,0,0,0,0,3,8,5,4.706666667,1.608888889,3,10.73,31.56,20.83,20.31746667,7.645624889,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.6,28.07466667,166,4,0.556656687,0.46319418,0.401259939,0.377936219,0.361945905,0.626666667,1.706666667,1,6.586666667,0.56,0.173207037,0.101488498,0.668470907,0.056833559,1.893196696
3079,300,3457.36,116.26,0.148226954,9.458,-0.185623,-0.185623,0,4.203154992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,26,72,46,40.16,9.44,26,45,85,40,62.28,15.14666667,55,55.845,178.49,122.645,92.45268987,24.40512658,55.845,903.78,2750,1846.22,1815.086667,610.2622222,903.78,4,15,11,9.306666667,3.795555556,8,4,6,2,4.693333333,0.462222222,4,132,175,43,145.2933333,13.05777778,132,1.3,2.05,0.75,1.818666667,0.161777778,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,14,14,0.373333333,0.726755556,0,5,18,13,9.68,3.9904,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.26386667,7.634016,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0.373333333,0.174931129,0.103305785,0.683195592,0.038567493,2.000301428
3080,400,2764,145.4,0.297374892,7.86,-0.185623,-0.185623,0,4.203154992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,26,72,46,40.16,9.44,26,45,85,40,62.28,15.14666667,55,55.845,178.49,122.645,92.45268987,24.40512658,55.845,903.78,2750,1846.22,1815.086667,610.2622222,903.78,4,15,11,9.306666667,3.795555556,8,4,6,2,4.693333333,0.462222222,4,132,175,43,145.2933333,13.05777778,132,1.3,2.05,0.75,1.818666667,0.161777778,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,14,14,0.373333333,0.726755556,0,5,18,13,9.68,3.9904,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.26386667,7.634016,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0.373333333,0.174931129,0.103305785,0.683195592,0.038567493,2.000301428
3081,500,2147.28,167,0.437759444,6.84,-0.185623,-0.185623,0,4.203154992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,26,72,46,40.16,9.44,26,45,85,40,62.28,15.14666667,55,55.845,178.49,122.645,92.45268987,24.40512658,55.845,903.78,2750,1846.22,1815.086667,610.2622222,903.78,4,15,11,9.306666667,3.795555556,8,4,6,2,4.693333333,0.462222222,4,132,175,43,145.2933333,13.05777778,132,1.3,2.05,0.75,1.818666667,0.161777778,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,14,14,0.373333333,0.726755556,0,5,18,13,9.68,3.9904,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.26386667,7.634016,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0.373333333,0.174931129,0.103305785,0.683195592,0.038567493,2.000301428
3082,600,1690,187.4,0.579031262,6.15,-0.185623,-0.185623,0,4.203154992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,26,72,46,40.16,9.44,26,45,85,40,62.28,15.14666667,55,55.845,178.49,122.645,92.45268987,24.40512658,55.845,903.78,2750,1846.22,1815.086667,610.2622222,903.78,4,15,11,9.306666667,3.795555556,8,4,6,2,4.693333333,0.462222222,4,132,175,43,145.2933333,13.05777778,132,1.3,2.05,0.75,1.818666667,0.161777778,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,14,14,0.373333333,0.726755556,0,5,18,13,9.68,3.9904,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.26386667,7.634016,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0.373333333,0.174931129,0.103305785,0.683195592,0.038567493,2.000301428
3083,700,1326,205.4,0.696053649,5.626,-0.185623,-0.185623,0,4.203154992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,26,72,46,40.16,9.44,26,45,85,40,62.28,15.14666667,55,55.845,178.49,122.645,92.45268987,24.40512658,55.845,903.78,2750,1846.22,1815.086667,610.2622222,903.78,4,15,11,9.306666667,3.795555556,8,4,6,2,4.693333333,0.462222222,4,132,175,43,145.2933333,13.05777778,132,1.3,2.05,0.75,1.818666667,0.161777778,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,14,14,0.373333333,0.726755556,0,5,18,13,9.68,3.9904,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.26386667,7.634016,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0.373333333,0.174931129,0.103305785,0.683195592,0.038567493,2.000301428
3084,300,3302.33,122.816,0.11261097,13.27,-0.185623,-0.185623,0,4.2069554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.30666667,8.871111111,26,44,85,41,62.25333333,15.16444444,55,55.845,121.76,65.915,90.12559653,22.85373102,55.845,903.78,2750,1846.22,1805.006667,600.8177778,903.78,4,15,11,9.306666667,3.795555556,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.2933333,13.05777778,132,1.33,2.05,0.72,1.819466667,0.160711111,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,0,0,0,0,0,4,15,11,9.306666667,3.795555556,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.2904,7.667978667,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0,0.181948424,0.107449857,0.710601719,0,1.884820236
3085,500,1961.24,174.5,0.313478953,9.5254,-0.185623,-0.185623,0,4.2069554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.30666667,8.871111111,26,44,85,41,62.25333333,15.16444444,55,55.845,121.76,65.915,90.12559653,22.85373102,55.845,903.78,2750,1846.22,1805.006667,600.8177778,903.78,4,15,11,9.306666667,3.795555556,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.2933333,13.05777778,132,1.33,2.05,0.72,1.819466667,0.160711111,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,0,0,0,0,0,4,15,11,9.306666667,3.795555556,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.2904,7.667978667,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0,0.181948424,0.107449857,0.710601719,0,1.884820236
3086,900,845,246.6,0.70872577,6.5254,-0.185623,-0.185623,0,4.2069554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.30666667,8.871111111,26,44,85,41,62.25333333,15.16444444,55,55.845,121.76,65.915,90.12559653,22.85373102,55.845,903.78,2750,1846.22,1805.006667,600.8177778,903.78,4,15,11,9.306666667,3.795555556,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.2933333,13.05777778,132,1.33,2.05,0.72,1.819466667,0.160711111,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,0,0,0,0,0,4,15,11,9.306666667,3.795555556,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.2904,7.667978667,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0,0.181948424,0.107449857,0.710601719,0,1.884820236
3087,1100,598,270.63,0.768383806,6.27,-0.185623,-0.185623,0,4.2069554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.30666667,8.871111111,26,44,85,41,62.25333333,15.16444444,55,55.845,121.76,65.915,90.12559653,22.85373102,55.845,903.78,2750,1846.22,1805.006667,600.8177778,903.78,4,15,11,9.306666667,3.795555556,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.2933333,13.05777778,132,1.33,2.05,0.72,1.819466667,0.160711111,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,0,0,0,0,0,4,15,11,9.306666667,3.795555556,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.2904,7.667978667,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0,0.181948424,0.107449857,0.710601719,0,1.884820236
3088,1000,720.93,258.74,0.77382811,6.237,-0.185623,-0.185623,0,4.2069554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.026666667,0.306666667,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,51,25,39.30666667,8.871111111,26,44,85,41,62.25333333,15.16444444,55,55.845,121.76,65.915,90.12559653,22.85373102,55.845,903.78,2750,1846.22,1805.006667,600.8177778,903.78,4,15,11,9.306666667,3.795555556,8,4,5,1,4.666666667,0.444444444,4,132,175,43,145.2933333,13.05777778,132,1.33,2.05,0.72,1.819466667,0.160711111,1.83,1,1,1.693333333,0.425244444,2,0,3,3,1,1.333333333,0,2,10,8,6.613333333,2.257777778,6,0,0,0,0,0,4,15,11,9.306666667,3.795555556,8,1,1,0.306666667,0.425244444,0,0,3,3,1,1.333333333,0,8,8,3.386666667,2.257777778,0,0,0,0,0,0,3,8,5,4.693333333,1.591111111,3,10.73,31.56,20.83,20.2904,7.667978667,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,207.0666667,28.07466667,166,4,0.563007795,0.468653659,0.405345338,0.381194417,0.364349127,0.64,1.693333333,1,6.613333333,0,0.181948424,0.107449857,0.710601719,0,1.884820236
3089,400,4349,130.1,0.38,7.862,-0.185623,-0.185623,0,4.1999548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,26,72,46,40.36666667,9.577777778,26,45,85,40,62.26666667,15.15555556,55,55.845,178.49,122.645,93.02324733,24.85561862,55.845,903.78,2750,1846.22,1813.46,608.0933333,903.78,4,15,11,9.3,3.8,8,4,6,2,4.7,0.466666667,4,132,175,43,145.3666667,13.15555556,132,1.3,2.05,0.75,1.816666667,0.164444444,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,14,14,0.466666667,0.902222222,0,5,18,13,9.766666667,4.037777778,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.29066667,7.640177778,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0.466666667,0.174061433,0.102389078,0.675767918,0.04778157,1.946043031
3090,500,3232,153.4,0.555625379,6.844,-0.185623,-0.185623,0,4.1999548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,26,72,46,40.36666667,9.577777778,26,45,85,40,62.26666667,15.15555556,55,55.845,178.49,122.645,93.02324733,24.85561862,55.845,903.78,2750,1846.22,1813.46,608.0933333,903.78,4,15,11,9.3,3.8,8,4,6,2,4.7,0.466666667,4,132,175,43,145.3666667,13.15555556,132,1.3,2.05,0.75,1.816666667,0.164444444,1.83,1,1,1.7,0.42,2,0,3,3,1,1.333333333,0,2,10,8,6.6,2.266666667,6,14,14,0.466666667,0.902222222,0,5,18,13,9.766666667,4.037777778,8,1,1,0.3,0.42,0,0,3,3,1,1.333333333,0,8,8,3.4,2.266666667,0,0,0,0,0,0,3,8,5,4.7,1.6,3,10.73,31.56,20.83,20.29066667,7.640177778,10.73,0,0,0,0,0,0,2.1106628,2.1106628,0.703554267,0.938072356,0,166,229,63,206.8333333,28.07777778,166,4,0.559761854,0.465871662,0.403232441,0.379477794,0.363045536,0.633333333,1.7,1,6.6,0.466666667,0.174061433,0.102389078,0.675767918,0.04778157,1.946043031
